content,predicted_topic
This people are Rip Offs..they pay you a 💩$25 after the 3rd hr...while every body else pay $40 plus after 2hrs of detention..Always trying to beat us over our head.. Sickening👎👎✌️✌️,0
The link to reset your password will not load. They basically scammed me out of money.,0
"I use trucker path all the time and it usually works great. However, it alfo suggests making u-turns which semi trucks CANNOT legally do in most circumstances. Please modify the routing to reflect this.",4
"Use it all the time, but putting the night mode behind the $15 a month subscription is ridiculous. There's no reason that feature, which reduces eye strain, thus making driving safer, should be a part of the basic $10 subscription, let alone gold membership. Corporate America finally infected an otherwise decent app. Greed. Pure and simple.",0
"dear developers. please fix the application. it does not work with a connected external GPS antenna and the selected application for transmitting GPS data through the developer menu. My tablet doesn't have a build in gps module so I have to use this scheme. Other apps like Google maps works fine, your just doesn't...",1
has been messing up since the update,0
"Navigation is BAD. Don't pay for this. It will reroute just because you stopped at a red light, or no damn reason at all, and has twice in one week sent me down non-truck routes! DO NOT USE THIS TO ROUTE WITH A TRAILER!!!!",0
"This was an app is awesome, helped me a lot of time. But lately became not that good. And after update has lots of bugs.",0
Please increase satellite speed loading. Curser to small on tab s8 plus Add a few more options for the cursor. Great job with ADS. Running it on Samsung Galaxy S22 Ultra 5G. Reinstalled the app several times hoping? for the satellite to increase speed and loading. 5G it doesn't get any better Fix the apk 🙏,0
having all kinds of glitches after new update. every address I use to put in now says there isn't any such address and wants me to add a new place,1
Search function non operational on Samsung galaxy tabblet,0
"App won't detect my location. Whe I enter a Destination, the app puts that location as my current location",4
The satellite map needs to load much faster it should be more optimized for the phone Update weigh stations locations Map cursor should have a few more icons not just one truck Overall speed in loading needs to be increased buy a lot,4
"Took away city and town names. Half the parking is RV lots/parks. Same with so-called truck stops. About half are not truck friendly. Don't they have their own app? Can't search Walmart or specific stops without exiting the app. I choose a route, it reroutes partway. I'm exploring different apps.",2
"I'm tired of these updates. Every update comes with some bags. Now, all scripts are size 20 or more when I start driving. I can't even see the road when driving. What's wrong with you guys? Don't update the new version if it ruins the app. Please 😩",1
"NO WAY TO INCREASE TEXT SIZE WITHIN THE NAVIGATION SCREEN. ADJUSTING PHONE FONT DOES NOT AFFECT IT. These last few app updates have ruined this app. Not renewing my subscription after it expires. The information markers are tiny on the navigation screen. ETA & Time left at the bottom are extremely small. Exit numbers in top right are in readable. I reinstalled the app no help. I chatted with ""customer support"" even less help. Basically said yeah deal with it. Gone way down hill.",0
